Order #,Date Created,Time Created,Shipped Quantity,Ship                Date,Order Type,SKU,Unit cube F ,Large Lines,Timestamp,Time Bucket,Hour
C01557512440,20251227,52,1,20251227,eCom,296803.0,0.224697917,OK,12:00:52 AM,12AM-2AM,0
C01557512852,20251227,52,1,20251228,eCom,980355.0,0.3378125,OK,12:00:52 AM,12AM-2AM,0
C01557510431,20251227,52,1,20251227,eCom,1170767.0,0.303543981,OK,12:00:52 AM,12AM-2AM,0
C01557509466,20251227,52,2,20251227,eCom,930233.0,0.028753472,OK,12:00:52 AM,12AM-2AM,0
C01557513331,20251227,52,1,20251227,eCom,974693.0,0.098694444,OK,12:00:52 AM,12AM-2AM,0
C01557510440,20251227,52,1,20251227,eCom,1057251.0,0.274625,OK,12:00:52 AM,12AM-2AM,0
C01557510440,20251227,52,1,20251227,eCom,,,large,12:00:52 AM,12AM-2AM,0
C01557512844,20251227,52,1,20251227,eCom,64826.0,0.154023148,OK,12:00:52 AM,12AM-2AM,0
C01557512844,20251227,52,1,20251227,eCom,28213.0,0.115104167,OK,12:00:52 AM,12AM-2AM,0
C01557511424,20251227,52,1,20251227,eCom,923262.0,0.2055,OK,12:00:52 AM,12AM-2AM,0
C01557513325,20251227,52,1,20251227,eCom,920309.0,0.152,OK,12:00:52 AM,12AM-2AM,0
C01557513325,20251227,52,1,20251227,eCom,929885.0,0.118333333,OK,12:00:52 AM,12AM-2AM,0
C01557506131,20251227,52,1,20251227,eCom,991438.0,0.155772569,OK,12:00:52 AM,12AM-2AM,0
C01557512844,20251227,52,1,20251227,eCom,28227.0,0.115104167,OK,12:00:52 AM,12AM-2AM,0
C01557511939,20251227,52,1,20251227,eCom,1058561.0,0.18140162,OK,12:00:52 AM,12AM-2AM,0
C01557509472,20251227,52,1,20251227,eCom,19146.0,0.061804977,OK,12:00:52 AM,12AM-2AM,0
C01557509472,20251227,52,1,20251227,eCom,19150.0,0.061804977,OK,12:00:52 AM,12AM-2AM,0
C01557509470,20251227,52,1,20251227,eCom,665431.0,0.247847222,OK,12:00:52 AM,12AM-2AM,0
C01557509950,20251227,52,1,20251227,eCom,24611.0,0.203150463,OK,12:00:52 AM,12AM-2AM,0
C01557509950,20251227,52,1,20251227,eCom,13954.0,0.187152778,OK,12:00:52 AM,12AM-2AM,0
C01557504654,20251227,52,1,20251227,eCom,207772.0,0.16328125,OK,12:00:52 AM,12AM-2AM,0
C01557509472,20251227,52,1,20251227,eCom,1054670.0,0.061804977,OK,12:00:52 AM,12AM-2AM,0
C01557513830,20251227,52,1,20251227,eCom,70736.0,0.347083333,OK,12:00:52 AM,12AM-2AM,0
C01557506581,20251227,52,1,20251227,eCom,,,large,12:00:52 AM,12AM-2AM,0
C01557508465,20251227,52,1,20251227,eCom,1052365.0,0.036271991,OK,12:00:52 AM,12AM-2AM,0
P00001027049534,20251227,352,1,20251228,eCom,366861.0,0.335310185,OK,12:03:52 AM,12AM-2AM,0
C01557511945,20251227,352,1,20251227,eCom,343271.0,0.362622685,OK,12:03:52 AM,12AM-2AM,0
C01557508996,20251227,352,1,20251227,eCom,5760.0,0.206886574,OK,12:03:52 AM,12AM-2AM,0
C01557509482,20251227,352,1,20251228,eCom,199190.0,0.338722222,OK,12:03:52 AM,12AM-2AM,0
C01557513352,20251227,352,1,20251227,eCom,884388.0,0.044074074,OK,12:03:52 AM,12AM-2AM,0
C01557510935,20251227,352,1,20251227,eCom,1084191.0,0.048042824,OK,12:03:52 AM,12AM-2AM,0
C01557508480,20251227,352,1,20251227,eCom,39619.0,0.377935185,OK,12:03:52 AM,12AM-2AM,0
C01557509474,20251227,352,1,20251227,eCom,1062162.0,0.202430556,OK,12:03:52 AM,12AM-2AM,0
C01557508480,20251227,352,1,20251227,eCom,265282.0,0.37515625,OK,12:03:52 AM,12AM-2AM,0
C01557513348,20251227,352,1,20251227,eCom,,,large,12:03:52 AM,12AM-2AM,0
C01557510935,20251227,352,1,20251227,eCom,1094108.0,0.070125,OK,12:03:52 AM,12AM-2AM,0
C01557509483,20251227,352,1,20251227,eCom,1074613.0,0.135590278,OK,12:03:52 AM,12AM-2AM,0
C01557509483,20251227,352,1,20251227,eCom,840876.0,0.328735532,OK,12:03:52 AM,12AM-2AM,0
C01557513348,20251227,352,1,20251227,eCom,,,large,12:03:52 AM,12AM-2AM,0
C01557510935,20251227,352,1,20251227,eCom,39225.0,0.049398148,OK,12:03:52 AM,12AM-2AM,0
C01557507518,20251227,352,1,20251227,eCom,133704.0,0.143541667,OK,12:03:52 AM,12AM-2AM,0
C01557508988,20251227,352,1,20251227,eCom,218067.0,0.34875,OK,12:03:52 AM,12AM-2AM,0
C01557512442,20251227,352,1,20251227,eCom,933115.0,0.098694444,OK,12:03:52 AM,12AM-2AM,0
C01557512442,20251227,352,1,20251227,eCom,859201.0,0.04875,OK,12:03:52 AM,12AM-2AM,0
C01557513352,20251227,352,1,20251227,eCom,891680.0,0.041145833,OK,12:03:52 AM,12AM-2AM,0
C01557510935,20251227,352,1,20251227,eCom,1079080.0,0.033967593,OK,12:03:52 AM,12AM-2AM,0
C01557513345,20251227,352,1,20251227,eCom,828963.0,0.398611111,OK,12:03:52 AM,12AM-2AM,0
C01557506151,20251227,352,1,20251228,eCom,777880.0,0.3859375,OK,12:03:52 AM,12AM-2AM,0
C01557507518,20251227,352,1,20251227,eCom,920099.0,0.24140625,OK,12:03:52 AM,12AM-2AM,0
C01557509485,20251227,653,1,20251227,eCom,1056757.0,0.3675,OK,12:06:53 AM,12AM-2AM,0
C01557509485,20251227,653,1,20251227,eCom,606232.0,0.34125,OK,12:06:53 AM,12AM-2AM,0
C01557509485,20251227,653,1,20251227,eCom,1100571.0,0.263618056,OK,12:06:53 AM,12AM-2AM,0
C01557509980,20251227,653,1,20251227,eCom,1064917.0,0.3325,OK,12:06:53 AM,12AM-2AM,0
C01557509980,20251227,653,1,20251227,eCom,1081475.0,0.277633102,OK,12:06:53 AM,12AM-2AM,0
C01557509980,20251227,653,1,20251227,eCom,1106578.0,0.277633102,OK,12:06:53 AM,12AM-2AM,0
P00001027049367,20251227,653,1,20251228,eCom,664920.0,0.1515625,OK,12:06:53 AM,12AM-2AM,0
C01557513856,20251227,653,1,20251227,eCom,755076.0,0.255155093,OK,12:06:53 AM,12AM-2AM,0
C01557510954,20251227,653,1,20251227,eCom,908546.0,0.033101852,OK,12:06:53 AM,12AM-2AM,0
C01557509988,20251227,653,1,20251227,eCom,841027.0,0.603059028,large,12:06:53 AM,12AM-2AM,0
C01557506176,20251227,653,1,20251228,eCom,994552.0,0.366001157,OK,12:06:53 AM,12AM-2AM,0
C01557506169,20251227,653,1,20251228,eCom,565840.0,0.357178241,OK,12:06:53 AM,12AM-2AM,0
C01557507097,20251227,653,1,20251227,eCom,501221.0,0.157378472,OK,12:06:53 AM,12AM-2AM,0
C01557507097,20251227,653,1,20251227,eCom,831848.0,0.037888889,OK,12:06:53 AM,12AM-2AM,0
C01557506160,20251227,653,1,20251227,eCom,376085.0,0.209982639,OK,12:06:53 AM,12AM-2AM,0
C01557508494,20251227,653,1,20251227,eCom,50053.0,0.343198495,OK,12:06:53 AM,12AM-2AM,0
C01557508494,20251227,653,1,20251227,eCom,51923.0,0.328020833,OK,12:06:53 AM,12AM-2AM,0
C01557511461,20251227,653,1,20251227,eCom,12223.0,0.181666667,OK,12:06:53 AM,12AM-2AM,0
C01557511461,20251227,653,1,20251227,eCom,1005777.0,0.263225694,OK,12:06:53 AM,12AM-2AM,0
C01557511461,20251227,653,1,20251227,eCom,760393.0,0.268125,OK,12:06:53 AM,12AM-2AM,0
C01557511461,20251227,653,1,20251227,eCom,1004207.0,0.263225694,OK,12:06:53 AM,12AM-2AM,0
C01557511461,20251227,653,1,20251227,eCom,1005818.0,0.268125,OK,12:06:53 AM,12AM-2AM,0
C01557511461,20251227,653,1,20251227,eCom,443325.0,0.305222222,OK,12:06:53 AM,12AM-2AM,0
C01557511461,20251227,653,1,20251227,eCom,443328.0,0.29925,OK,12:06:53 AM,12AM-2AM,0
C01557512454,20251227,653,1,20251227,eCom,,,large,12:06:53 AM,12AM-2AM,0
C01557512454,20251227,653,1,20251227,eCom,,,large,12:06:53 AM,12AM-2AM,0
C01557512454,20251227,653,1,20251227,eCom,948799.0,0.225001736,OK,12:06:53 AM,12AM-2AM,0
C01557512454,20251227,653,1,20251227,eCom,501976.0,0.298958333,OK,12:06:53 AM,12AM-2AM,0
C01557512454,20251227,653,1,20251227,eCom,67045.0,0.155173611,OK,12:06:53 AM,12AM-2AM,0
C01557512454,20251227,653,1,20251227,eCom,67687.0,0.155173611,OK,12:06:53 AM,12AM-2AM,0
C01557506165,20251227,653,1,20251227,eCom,14170.0,0.079851852,OK,12:06:53 AM,12AM-2AM,0
C01557506165,20251227,653,1,20251227,eCom,14148.0,0.079851852,OK,12:06:53 AM,12AM-2AM,0
C01557506165,20251227,653,1,20251227,eCom,,,large,12:06:53 AM,12AM-2AM,0
C01557509006,20251227,653,1,20251227,eCom,487691.0,0.255052083,OK,12:06:53 AM,12AM-2AM,0
C01557509006,20251227,653,1,20251227,eCom,211513.0,0.0455,OK,12:06:53 AM,12AM-2AM,0
C01557510454,20251227,653,1,20251227,eCom,,,large,12:06:53 AM,12AM-2AM,0
C01557506159,20251227,653,1,20251227,eCom,372920.0,0.361261574,OK,12:06:53 AM,12AM-2AM,0
C01557506159,20251227,653,1,20251227,eCom,851047.0,0.050555556,OK,12:06:53 AM,12AM-2AM,0
C01557509489,20251227,653,1,20251227,eCom,721750.0,0.298388889,OK,12:06:53 AM,12AM-2AM,0
C01557509489,20251227,653,1,20251227,eCom,62447.0,0.190561921,OK,12:06:53 AM,12AM-2AM,0
C01557509489,20251227,653,1,20251227,eCom,1064818.0,0.156222222,OK,12:06:53 AM,12AM-2AM,0
C01557509489,20251227,653,1,20251227,eCom,1067865.0,0.138585069,OK,12:06:53 AM,12AM-2AM,0
C01557509489,20251227,653,1,20251227,eCom,,,large,12:06:53 AM,12AM-2AM,0
C01557509485,20251227,653,1,20251227,eCom,1135941.0,0.109010417,OK,12:06:53 AM,12AM-2AM,0
C01557509485,20251227,653,2,20251227,eCom,618724.0,0.277604167,OK,12:06:53 AM,12AM-2AM,0
C01557506170,20251227,653,1,20251227,eCom,36787.0,0.362847222,OK,12:06:53 AM,12AM-2AM,0
C01557509499,20251227,653,1,20251227,eCom,831882.0,0.0478125,OK,12:06:53 AM,12AM-2AM,0
C01557509499,20251227,653,1,20251227,eCom,130018.0,0.064223958,OK,12:06:53 AM,12AM-2AM,0
C01557509499,20251227,653,1,20251227,eCom,975214.0,0.429582176,OK,12:06:53 AM,12AM-2AM,0
C01557507105,20251227,653,1,20251227,eCom,565899.0,0.335,OK,12:06:53 AM,12AM-2AM,0
C01557507105,20251227,653,1,20251227,eCom,565894.0,0.331665509,OK,12:06:53 AM,12AM-2AM,0
C01557507105,20251227,653,2,20251227,eCom,567107.0,0.335,OK,12:06:53 AM,12AM-2AM,0
C01557507105,20251227,653,1,20251227,eCom,567092.0,0.331665509,OK,12:06:53 AM,12AM-2AM,0
C01557507105,20251227,653,2,20251227,eCom,831711.0,0.012051505,OK,12:06:53 AM,12AM-2AM,0
C01557513860,20251227,653,1,20251227,eCom,296383.0,0.215811343,OK,12:06:53 AM,12AM-2AM,0
C01557513860,20251227,653,1,20251227,eCom,1098010.0,0.09084375,OK,12:06:53 AM,12AM-2AM,0
C01557513860,20251227,653,1,20251227,eCom,132139.0,0.067232639,OK,12:06:53 AM,12AM-2AM,0
C01557513368,20251227,653,1,20251228,eCom,32397.0,0.084173611,OK,12:06:53 AM,12AM-2AM,0
C01557513368,20251227,653,0,20251228,eCom,126434.0,0.197096065,OK,12:06:53 AM,12AM-2AM,0
C01557513368,20251227,653,1,20251228,eCom,1070312.0,0.007555556,OK,12:06:53 AM,12AM-2AM,0
C01557513368,20251227,653,1,20251228,eCom,32831.0,0.04541088,OK,12:06:53 AM,12AM-2AM,0
C01557513368,20251227,653,1,20251228,eCom,132162.0,0.051892361,OK,12:06:53 AM,12AM-2AM,0
C01557511971,20251227,653,1,20251227,eCom,203452.0,0.257213542,OK,12:06:53 AM,12AM-2AM,0
C01557511971,20251227,653,1,20251227,eCom,920313.0,0.232465278,OK,12:06:53 AM,12AM-2AM,0
C01557512468,20251227,653,1,20251227,eCom,839333.0,0.220802083,OK,12:06:53 AM,12AM-2AM,0
C01557513856,20251227,653,1,20251227,eCom,23850.0,0.203645833,OK,12:06:53 AM,12AM-2AM,0
C01557512872,20251227,653,1,20251227,eCom,,,large,12:06:53 AM,12AM-2AM,0
C01557508490,20251227,653,1,20251227,eCom,2009.0,0.369201389,OK,12:06:53 AM,12AM-2AM,0
C01557510943,20251227,653,1,20251227,eCom,849640.0,0.616657407,large,12:06:53 AM,12AM-2AM,0
C01557510943,20251227,653,3,20251227,eCom,906360.0,0.017314815,OK,12:06:53 AM,12AM-2AM,0
C01557510943,20251227,653,1,20251227,eCom,84901.0,0.0126875,OK,12:06:53 AM,12AM-2AM,0
C01557510943,20251227,653,1,20251227,eCom,84902.0,0.0126875,OK,12:06:53 AM,12AM-2AM,0
C01557509011,20251227,653,1,20251228,eCom,457076.0,0.366564236,OK,12:06:53 AM,12AM-2AM,0
C01557507102,20251227,653,1,20251227,eCom,436414.0,0.339427083,OK,12:06:53 AM,12AM-2AM,0
C01557507102,20251227,653,1,20251227,eCom,125148.0,0.090011574,OK,12:06:53 AM,12AM-2AM,0
C01557507102,20251227,653,1,20251227,eCom,1049695.0,0.3325,OK,12:06:53 AM,12AM-2AM,0
C01557506170,20251227,653,1,20251227,eCom,41405.0,0.368982639,OK,12:06:53 AM,12AM-2AM,0
C01557512459,20251227,653,1,20251227,eCom,389642.0,0.128576389,OK,12:06:53 AM,12AM-2AM,0
C01557512459,20251227,653,1,20251227,eCom,745344.0,0.109739583,OK,12:06:53 AM,12AM-2AM,0
C01557509970,20251227,653,1,20251227,eCom,23255.0,1.063428819,large,12:06:53 AM,12AM-2AM,0
C01557510943,20251227,653,1,20251227,eCom,84903.0,0.0126875,OK,12:06:53 AM,12AM-2AM,0
C01557508490,20251227,653,1,20251227,eCom,1049659.0,0.14625,OK,12:06:53 AM,12AM-2AM,0
P00001027049650,20251227,953,1,20251227,eCom,496921.0,0.2625,OK,12:09:53 AM,12AM-2AM,0
C01557512483,20251227,953,1,20251227,eCom,502338.0,0.27421875,OK,12:09:53 AM,12AM-2AM,0
P00001027049650,20251227,953,1,20251227,eCom,30377.0,0.080041667,OK,12:09:53 AM,12AM-2AM,0
C01557508520,20251227,953,1,20251227,eCom,16114.0,0.087388889,OK,12:09:53 AM,12AM-2AM,0
C01557508514,20251227,953,1,20251227,eCom,718568.0,0.122986111,OK,12:09:53 AM,12AM-2AM,0
C01557508514,20251227,953,1,20251227,eCom,313313.0,0.254527778,OK,12:09:53 AM,12AM-2AM,0
C01557512483,20251227,953,1,20251227,eCom,52681.0,0.208203125,OK,12:09:53 AM,12AM-2AM,0
P00001027049645,20251227,953,1,20251228,eCom,718528.0,0.336194444,OK,12:09:53 AM,12AM-2AM,0
P00001027049092,20251227,953,1,20251227,eCom,726024.0,0.4376875,OK,12:09:53 AM,12AM-2AM,0
C01557507558,20251227,953,1,20251227,eCom,431124.0,0.319763889,OK,12:09:53 AM,12AM-2AM,0
C01557508520,20251227,953,1,20251227,eCom,839333.0,0.220802083,OK,12:09:53 AM,12AM-2AM,0
C01557510000,20251227,953,1,20251227,eCom,226312.0,0.239585648,OK,12:09:53 AM,12AM-2AM,0
C01557510000,20251227,953,1,20251227,eCom,131287.0,0.052239583,OK,12:09:53 AM,12AM-2AM,0
C01557510000,20251227,953,1,20251227,eCom,872476.0,0.073756944,OK,12:09:53 AM,12AM-2AM,0
C01557510000,20251227,953,1,20251227,eCom,880894.0,0.093958333,OK,12:09:53 AM,12AM-2AM,0
C01557511973,20251227,953,1,20251227,eCom,1070577.0,0.166909722,OK,12:09:53 AM,12AM-2AM,0
C01557509508,20251227,953,1,20251227,eCom,296792.0,0.192901042,OK,12:09:53 AM,12AM-2AM,0
C01557506640,20251227,953,1,20251227,eCom,833882.0,0.016703704,OK,12:09:53 AM,12AM-2AM,0
C01557506640,20251227,953,1,20251227,eCom,833931.0,0.026546296,OK,12:09:53 AM,12AM-2AM,0
C01557507551,20251227,953,1,20251228,eCom,376818.0,0.279739583,OK,12:09:53 AM,12AM-2AM,0
C01553907007,20251227,953,1,20251227,eCom,42615.0,0.273523148,OK,12:09:53 AM,12AM-2AM,0
C01555303442,20251227,953,1,20251228,eCom,404822.0,0.427864583,OK,12:09:53 AM,12AM-2AM,0
C01557511988,20251227,953,1,20251227,eCom,336451.0,0.252388889,OK,12:09:53 AM,12AM-2AM,0
C01557513866,20251227,953,1,20251227,eCom,,,large,12:09:53 AM,12AM-2AM,0
C01557511972,20251227,953,1,20251227,eCom,403234.0,0.2701875,OK,12:09:53 AM,12AM-2AM,0
C01557511972,20251227,953,1,20251227,eCom,1133423.0,0.020605903,OK,12:09:53 AM,12AM-2AM,0
C01557510000,20251227,953,1,20251227,eCom,131685.0,0.053981481,OK,12:09:53 AM,12AM-2AM,0
C01557506181,20251227,953,1,20251227,eCom,1052888.0,0.035335648,OK,12:09:53 AM,12AM-2AM,0
C01557506181,20251227,953,1,20251227,eCom,,,large,12:09:53 AM,12AM-2AM,0
C01557506181,20251227,953,1,20251227,eCom,919514.0,0.043936343,OK,12:09:53 AM,12AM-2AM,0
C01557506181,20251227,953,1,20251227,eCom,,,large,12:09:53 AM,12AM-2AM,0
C01557506181,20251227,953,1,20251227,eCom,,,large,12:09:53 AM,12AM-2AM,0
C01557506181,20251227,953,1,20251227,eCom,,,large,12:09:53 AM,12AM-2AM,0
C01557507556,20251227,953,1,20251227,eCom,134648.0,0.139069444,OK,12:09:53 AM,12AM-2AM,0
C01557511485,20251227,953,1,20251228,eCom,589970.0,0.3559375,OK,12:09:53 AM,12AM-2AM,0
C01557507556,20251227,953,1,20251227,eCom,904951.0,0.021487269,OK,12:09:53 AM,12AM-2AM,0
C01557509034,20251227,954,1,20251227,eCom,830180.0,0.096791667,OK,12:09:54 AM,12AM-2AM,0
C01557509034,20251227,954,1,20251227,eCom,668294.0,0.357722222,OK,12:09:54 AM,12AM-2AM,0
C01557507133,20251227,954,1,20251227,eCom,510716.0,0.208203125,OK,12:09:54 AM,12AM-2AM,0
C01557507133,20251227,954,1,20251227,eCom,70075.0,0.340159722,OK,12:09:54 AM,12AM-2AM,0
C01557507133,20251227,954,1,20251227,eCom,6202.0,0.135303819,OK,12:09:54 AM,12AM-2AM,0
C01557511998,20251227,954,1,20251227,eCom,922433.0,0.23125,OK,12:09:54 AM,12AM-2AM,0
C01557511998,20251227,954,1,20251227,eCom,923488.0,0.23125,OK,12:09:54 AM,12AM-2AM,0
C01557506645,20251227,954,1,20251227,eCom,981586.0,0.073185185,OK,12:09:54 AM,12AM-2AM,0
C01557506645,20251227,954,1,20251227,eCom,387564.0,0.073185185,OK,12:09:54 AM,12AM-2AM,0
C01557514296,20251227,954,1,20251227,eCom,920267.0,0.194282407,OK,12:09:54 AM,12AM-2AM,0
C01557508043,20251227,954,1,20251228,eCom,37634.0,0.432465278,OK,12:09:54 AM,12AM-2AM,0
C01557512487,20251227,954,1,20251227,eCom,837709.0,0.321819444,OK,12:09:54 AM,12AM-2AM,0
C01557508531,20251227,954,1,20251227,eCom,1071340.0,0.040875,OK,12:09:54 AM,12AM-2AM,0
C01557510494,20251227,954,1,20251228,eCom,511864.0,0.325572917,OK,12:09:54 AM,12AM-2AM,0
C01557513889,20251227,954,1,20251227,eCom,907959.0,0.031752315,OK,12:09:54 AM,12AM-2AM,0
C01557510012,20251227,954,1,20251227,eCom,41565.0,0.412392361,OK,12:09:54 AM,12AM-2AM,0
C01557514291,20251227,954,1,20251227,eCom,857970.0,0.014388889,OK,12:09:54 AM,12AM-2AM,0
C01557514291,20251227,954,1,20251227,eCom,345411.0,0.317708333,OK,12:09:54 AM,12AM-2AM,0
C01557514291,20251227,954,1,20251227,eCom,844116.0,0.495225694,OK,12:09:54 AM,12AM-2AM,0
P00001027049647,20251227,954,1,20251227,eCom,187241.0,0.51596875,large,12:09:54 AM,12AM-2AM,0
C01557506179,20251227,954,1,20251227,eCom,81305.0,0.203939815,OK,12:09:54 AM,12AM-2AM,0
C01557508531,20251227,954,1,20251227,eCom,1063535.0,0.2374375,OK,12:09:54 AM,12AM-2AM,0
C01557508531,20251227,954,1,20251227,eCom,11197.0,0.050668981,OK,12:09:54 AM,12AM-2AM,0
C01557508531,20251227,954,1,20251227,eCom,1063355.0,0.079100694,OK,12:09:54 AM,12AM-2AM,0
C01557506179,20251227,954,1,20251227,eCom,905963.0,0.012213542,OK,12:09:54 AM,12AM-2AM,0
C01557513388,20251227,954,1,20251227,eCom,,,large,12:09:54 AM,12AM-2AM,0
C01557510014,20251227,954,1,20251228,eCom,705056.0,0.308,OK,12:09:54 AM,12AM-2AM,0
P00001027049651,20251227,954,1,20251228,eCom,35321.0,0.432465278,OK,12:09:54 AM,12AM-2AM,0
C01557513388,20251227,954,1,20251227,eCom,1066212.0,0.2615625,OK,12:09:54 AM,12AM-2AM,0
C01557510501,20251227,954,1,20251227,eCom,831954.0,0.14725,OK,12:09:54 AM,12AM-2AM,0
C01557510987,20251227,1254,1,20251227,eCom,1066290.0,0.261925926,OK,12:12:54 AM,12AM-2AM,0
C01557507146,20251227,1254,1,20251227,eCom,926631.0,0.20075,OK,12:12:54 AM,12AM-2AM,0
C01557513893,20251227,1254,1,20251228,eCom,674106.0,0.27421875,OK,12:12:54 AM,12AM-2AM,0
C01557510021,20251227,1254,1,20251227,eCom,875796.0,0.142847222,OK,12:12:54 AM,12AM-2AM,0
C01557514312,20251227,1254,1,20251227,eCom,369145.0,0.203671296,OK,12:12:54 AM,12AM-2AM,0
C01557514790,20251227,1254,1,20251227,eCom,850946.0,0.164713542,OK,12:12:54 AM,12AM-2AM,0
C01550928336,20251227,1254,1,20251227,eCom,12215.0,0.186302083,OK,12:12:54 AM,12AM-2AM,0
C01557510507,20251227,1254,1,20251227,eCom,23251.0,0.24375,OK,12:12:54 AM,12AM-2AM,0
C01557514312,20251227,1254,1,20251227,eCom,981580.0,0.219829282,OK,12:12:54 AM,12AM-2AM,0
C01557508064,20251227,1254,1,20251227,eCom,295565.0,0.173375,OK,12:12:54 AM,12AM-2AM,0
C01557507150,20251227,1254,1,20251228,eCom,950001.0,0.365231481,OK,12:12:54 AM,12AM-2AM,0
C01557509537,20251227,1254,1,20251227,eCom,904951.0,0.021487269,OK,12:12:54 AM,12AM-2AM,0
C01557514304,20251227,1254,1,20251227,eCom,1137163.0,0.082505208,OK,12:12:54 AM,12AM-2AM,0
C01557508062,20251227,1254,1,20251227,eCom,190027.0,0.373171296,OK,12:12:54 AM,12AM-2AM,0
C01557507580,20251227,1254,1,20251227,eCom,1082918.0,0.1495,OK,12:12:54 AM,12AM-2AM,0
C01557507580,20251227,1254,1,20251227,eCom,1102172.0,0.092421875,OK,12:12:54 AM,12AM-2AM,0
C01557507580,20251227,1254,1,20251227,eCom,1098939.0,0.1495,OK,12:12:54 AM,12AM-2AM,0
C01557507580,20251227,1254,1,20251227,eCom,1083889.0,0.092421875,OK,12:12:54 AM,12AM-2AM,0
C01557507146,20251227,1254,1,20251227,eCom,1080653.0,0.258194444,OK,12:12:54 AM,12AM-2AM,0
C01557512497,20251227,1254,1,20251227,eCom,143528.0,0.066038194,OK,12:12:54 AM,12AM-2AM,0
C01557512497,20251227,1254,1,20251227,eCom,759062.0,0.200416667,OK,12:12:54 AM,12AM-2AM,0
C01557506653,20251227,1254,1,20251227,eCom,1065041.0,0.164520833,OK,12:12:54 AM,12AM-2AM,0
C01557510990,20251227,1254,1,20251228,eCom,308269.0,0.280989583,OK,12:12:54 AM,12AM-2AM,0
